Age,Country,Gender,Region,Total or Difference,Year,Literacy rate,Number of Records
15+,Guatemala,female,Latin America and the Caribbean,Total,2012,72.43%,1
15+,Honduras,female,Latin America and the Caribbean,Total,2012,85.05%,1
15+,Mexico,female,Latin America and the Caribbean,Total,2012,93.18%,1
15+,Paraguay,female,Latin America and the Caribbean,Total,2012,93.59%,1
15+,Peru,female,Latin America and the Caribbean,Total,2012,90.67%,1
15+,Suriname,female,Latin America and the Caribbean,Total,2012,91.00%,1
15+,Uruguay,female,Latin America and the Caribbean,Total,2012,98.66%,1
15+,Argentina,female,Latin America and the Caribbean,Total,2013,99.09%,1
15+,Brazil,female,Latin America and the Caribbean,Total,2013,91.76%,1
15+,Chile,female,Latin America and the Caribbean,Total,2013,96.16%,1
15+,Dominican Republic,female,Latin America and the Caribbean,Total,2013,91.25%,1
15+,Ecuador,female,Latin America and the Caribbean,Total,2013,92.22%,1
15+,El Salvador,female,Latin America and the Caribbean,Total,2013,84.67%,1
15+,Guatemala,female,Latin America and the Caribbean,Total,2013,72.13%,1
15+,Honduras,female,Latin America and the Caribbean,Total,2013,85.28%,1
15+,Mexico,female,Latin America and the Caribbean,Total,2013,92.90%,1
15+,Paraguay,female,Latin America and the Caribbean,Total,2013,94.47%,1
15+,Uruguay,female,Latin America and the Caribbean,Total,2013,98.64%,1
15+,Argentina,female,Latin America and the Caribbean,Total,2014,98.93%,1
15+,Barbados,female,Latin America and the Caribbean,Total,2014,99.60%,1
15+,Brazil,female,Latin America and the Caribbean,Total,2014,92.06%,1
15+,Colombia,female,Latin America and the Caribbean,Total,2014,94.48%,1
15+,Dominican Republic,female,Latin America and the Caribbean,Total,2014,92.15%,1
15+,Ecuador,female,Latin America and the Caribbean,Total,2014,93.25%,1
15+,Grenada,female,Latin America and the Caribbean,Total,2014,98.60%,1
15+,Guadeloupe,female,Latin America and the Caribbean,Total,2014,96.40%,1
15+,Guatemala,female,Latin America and the Caribbean,Total,2014,76.37%,1
15+,Guyana,female,Latin America and the Caribbean,Total,2014,85.03%,1
15+,Honduras,female,Latin America and the Caribbean,Total,2014,87.03%,1
15+,Jamaica,female,Latin America and the Caribbean,Total,2014,92.70%,1
15+,Martinique,female,Latin America and the Caribbean,Total,2014,96.10%,1
15+,Mexico,female,Latin America and the Caribbean,Total,2014,93.59%,1
15+,Paraguay,female,Latin America and the Caribbean,Total,2014,94.21%,1
15+,Peru,female,Latin America and the Caribbean,Total,2014,90.45%,1
15+,Uruguay,female,Latin America and the Caribbean,Total,2014,98.81%,1
15+,Antigua and Barbuda,female,Latin America and the Caribbean,Total,2015,99.42%,1
15+,Argentina,female,Latin America and the Caribbean,Total,2015,99.21%,1
15+,Bolivia (Plurinational State of),female,Latin America and the Caribbean,Total,2015,88.58%,1
15+,Brazil,female,Latin America and the Caribbean,Total,2015,92.34%,1
15+,Chile,female,Latin America and the Caribbean,Total,2015,96.74%,1
15+,Colombia,female,Latin America and the Caribbean,Total,2015,94.42%,1
15+,Dominican Republic,female,Latin America and the Caribbean,Total,2015,92.32%,1
15+,Ecuador,female,Latin America and the Caribbean,Total,2015,93.26%,1
15+,El Salvador,female,Latin America and the Caribbean,Total,2015,86.22%,1
15+,Honduras,female,Latin America and the Caribbean,Total,2015,87.89%,1
15+,Mexico,female,Latin America and the Caribbean,Total,2015,93.49%,1
15+,Nicaragua,female,Latin America and the Caribbean,Total,2015,82.78%,1
15+,Paraguay,female,Latin America and the Caribbean,Total,2015,94.87%,1
15+,Peru,female,Latin America and the Caribbean,Total,2015,91.25%,1
15+,Uruguay,female,Latin America and the Caribbean,Total,2015,98.87%,1
15+,Venezuela (Bolivarian Republic of),female,Latin America and the Caribbean,Total,2015,96.56%,1
15+,Argentina,female,Latin America and the Caribbean,Total,2016,99.14%,1
15+,Brazil,female,Latin America and the Caribbean,Total,2016,93.02%,1
15+,Colombia,female,Latin America and the Caribbean,Total,2016,94.89%,1
15+,Dominican Republic,female,Latin America and the Caribbean,Total,2016,93.76%,1
15+,Ecuador,female,Latin America and the Caribbean,Total,2016,93.31%,1
15+,El Salvador,female,Latin America and the Caribbean,Total,2016,86.33%,1
15+,Haiti,female,Latin America and the Caribbean,Total,2016,58.30%,1
15+,Honduras,female,Latin America and the Caribbean,Total,2016,88.93%,1
15+,Mexico,female,Latin America and the Caribbean,Total,2016,93.97%,1
15+,Paraguay,female,Latin America and the Caribbean,Total,2016,93.84%,1
15+,Peru,female,Latin America and the Caribbean,Total,2016,91.19%,1
15+,Uruguay,female,Latin America and the Caribbean,Total,2016,98.85%,1
15+,Venezuela (Bolivarian Republic of),female,Latin America and the Caribbean,Total,2016,97.21%,1
15+,Brazil,female,Latin America and the Caribbean,Total,2017,93.24%,1
15+,Chile,female,Latin America and the Caribbean,Total,2017,96.33%,1
15+,Ecuador,female,Latin America and the Caribbean,Total,2017,92.09%,1
15+,El Salvador,female,Latin America and the Caribbean,Total,2017,86.67%,1
15+,Mexico,female,Latin America and the Caribbean,Total,2017,94.17%,1
15+,Peru,female,Latin America and the Caribbean,Total,2017,91.27%,1
15+,Puerto Rico,female,Latin America and the Caribbean,Total,2017,92.39%,1
15+,Uruguay,female,Latin America and the Caribbean,Total,2017,98.96%,1
15+,Argentina,female,Latin America and the Caribbean,Total,2018,99.06%,1
15+,Aruba,female,Latin America and the Caribbean,Total,2018,97.81%,1
15+,Brazil,female,Latin America and the Caribbean,Total,2018,93.43%,1
15+,Colombia,female,Latin America and the Caribbean,Total,2018,95.32%,1
15+,Costa Rica,female,Latin America and the Caribbean,Total,2018,97.92%,1
15+,Honduras,female,Latin America and the Caribbean,Total,2018,87.27%,1
15+,Mexico,female,Latin America and the Caribbean,Total,2018,94.61%,1
15+,Panama,female,Latin America and the Caribbean,Total,2018,94.88%,1
15+,Paraguay,female,Latin America and the Caribbean,Total,2018,93.53%,1
15+,Peru,female,Latin America and the Caribbean,Total,2018,91.70%,1
15+,Suriname,female,Latin America and the Caribbean,Total,2018,92.71%,1
15+,Uruguay,female,Latin America and the Caribbean,Total,2018,99.01%,1
15+,Azerbaijan,female,Northern Africa and Western Asia,Total,2010,99.69%,1
15+,Bahrain,female,Northern Africa and Western Asia,Total,2010,89.01%,1
15+,Egypt,female,Northern Africa and Western Asia,Total,2010,63.52%,1
15+,Jordan,female,Northern Africa and Western Asia,Total,2010,89.21%,1
15+,Kuwait,female,Northern Africa and Western Asia,Total,2010,92.68%,1
15+,Oman,female,Northern Africa and Western Asia,Total,2010,81.80%,1
15+,Palestine,female,Northern Africa and Western Asia,Total,2010,92.17%,1
15+,Tunisia,female,Northern Africa and Western Asia,Total,2010,71.09%,1
15+,Turkey,female,Northern Africa and Western Asia,Total,2010,88.07%,1
15+,Armenia,female,Northern Africa and Western Asia,Total,2011,99.69%,1
15+,Azerbaijan,female,Northern Africa and Western Asia,Total,2011,99.70%,1
15+,Cyprus,female,Northern Africa and Western Asia,Total,2011,98.12%,1
15+,Jordan,female,Northern Africa and Western Asia,Total,2011,93.93%,1
15+,Morocco,female,Northern Africa and Western Asia,Total,2011,57.64%,1
15+,Palestine,female,Northern Africa and Western Asia,Total,2011,92.62%,1
15+,Tunisia,female,Northern Africa and Western Asia,Total,2011,71.73%,1
15+,Turkey,female,Northern Africa and Western Asia,Total,2011,90.31%,1
15+,Azerbaijan,female,Northern Africa and Western Asia,Total,2012,99.70%,1
15+,Egypt,female,Northern Africa and Western Asia,Total,2012,65.76%,1
15+,Jordan,female,Northern Africa and Western Asia,Total,2012,97.37%,1
15+,Kuwait,female,Northern Africa and Western Asia,Total,2012,94.97%,1
15+,Morocco,female,Northern Africa and Western Asia,Total,2012,59.13%,1
15+,Palestine,female,Northern Africa and Western Asia,Total,2012,93.57%,1
15+,Tunisia,female,Northern Africa and Western Asia,Total,2012,72.16%,1
15+,Turkey,female,Northern Africa and Western Asia,Total,2012,91.60%,1
15+,Azerbaijan,female,Northern Africa and Western Asia,Total,2013,99.72%,1
15+,Egypt,female,Northern Africa and Western Asia,Total,2013,67.18%,1
15+,Iraq,female,Northern Africa and Western Asia,Total,2013,37.96%,1
15+,Kuwait,female,Northern Africa and Western Asia,Total,2013,94.30%,1
15+,Palestine,female,Northern Africa and Western Asia,Total,2013,94.13%,1
15+,Qatar,female,Northern Africa and Western Asia,Total,2013,91.73%,1
15+,Saudi Arabia,female,Northern Africa and Western Asia,Total,2013,91.37%,1
15+,Turkey,female,Northern Africa and Western Asia,Total,2013,92.14%,1
15+,Azerbaijan,female,Northern Africa and Western Asia,Total,2014,99.72%,1
15+,Georgia,female,Northern Africa and Western Asia,Total,2014,99.51%,1
15+,Oman,female,Northern Africa and Western Asia,Total,2014,88.93%,1
15+,Palestine,female,Northern Africa and Western Asia,Total,2014,94.41%,1
15+,Qatar,female,Northern Africa and Western Asia,Total,2014,92.45%,1
15+,Tunisia,female,Northern Africa and Western Asia,Total,2014,72.22%,1
15+,Turkey,female,Northern Africa and Western Asia,Total,2014,92.40%,1
15+,Azerbaijan,female,Northern Africa and Western Asia,Total,2015,99.72%,1
15+,Kuwait,female,Northern Africa and Western Asia,Total,2015,94.47%,1
15+,Oman,female,Northern Africa and Western Asia,Total,2015,86.04%,1
15+,Palestine,female,Northern Africa and Western Asia,Total,2015,94.85%,1
15+,Turkey,female,Northern Africa and Western Asia,Total,2015,92.65%,1
15+,Azerbaijan,female,Northern Africa and Western Asia,Total,2016,99.72%,1
15+,Bahrain,female,Northern Africa and Western Asia,Total,2016,94.28%,1
15+,Oman,female,Northern Africa and Western Asia,Total,2016,90.94%,1
15+,Palestine,female,Northern Africa and Western Asia,Total,2016,95.21%,1
15+,Qatar,female,Northern Africa and Western Asia,Total,2016,94.21%,1
15+,Turkey,female,Northern Africa and Western Asia,Total,2016,93.56%,1
15+,Armenia,female,Northern Africa and Western Asia,Total,2017,99.68%,1
15+,Azerbaijan,female,Northern Africa and Western Asia,Total,2017,99.72%,1
15+,Bahrain,female,Northern Africa and Western Asia,Total,2017,94.71%,1
15+,Egypt,female,Northern Africa and Western Asia,Total,2017,65.51%,1
15+,Georgia,female,Northern Africa and Western Asia,Total,2017,99.29%,1
15+,Kuwait,female,Northern Africa and Western Asia,Total,2017,94.83%,1
15+,Oman,female,Northern Africa and Western Asia,Total,2017,92.23%,1
15+,Qatar,female,Northern Africa and Western Asia,Total,2017,94.71%,1
15+,Saudi Arabia,female,Northern Africa and Western Asia,Total,2017,92.71%,1
15+,Turkey,female,Northern Africa and Western Asia,Total,2017,93.50%,1
15+,Algeria,female,Northern Africa and Western Asia,Total,2018,75.32%,1
15+,Bahrain,female,Northern Africa and Western Asia,Total,2018,94.95%,1
15+,Iraq,female,Northern Africa and Western Asia,Total,2018,44.01%,1
15+,Jordan,female,Northern Africa and Western Asia,Total,2018,97.83%,1
15+,Kuwait,female,Northern Africa and Western Asia,Total,2018,94.91%,1
15+,Lebanon,female,Northern Africa and Western Asia,Total,2018,93.31%,1
15+,Morocco,female,Northern Africa and Western Asia,Total,2018,64.59%,1
15+,Oman,female,Northern Africa and Western Asia,Total,2018,92.69%,1
15+,Palestine,female,Northern Africa and Western Asia,Total,2018,95.74%,1
15+,Sudan,female,Northern Africa and Western Asia,Total,2018,56.06%,1
15+,Papua New Guinea,female,Oceania,Total,2010,57.90%,1
15+,Marshall Islands,female,Oceania,Total,2011,98.20%,1
15+,Samoa,female,Oceania,Total,2011,99.07%,1
15+,Tonga,female,Oceania,Total,2011,99.43%,1
15+,Palau,female,Oceania,Total,2013,99.53%,1
15+,New Caledonia,female,Oceania,Total,2014,97.50%,1
15+,Vanuatu,female,Oceania,Total,2014,83.20%,1
15+,Palau,female,Oceania,Total,2015,96.34%,1
15+,Fiji,female,Oceania,Total,2017,99.09%,1
15+,Samoa,female,Oceania,Total,2018,99.25%,1
15+,Tonga,female,Oceania,Total,2018,99.48%,1
15+,Vanuatu,female,Oceania,Total,2018,86.71%,1
15+,Cameroon,female,Sub-Saharan Africa,Total,2010,64.80%,1
15+,Central African Republic,female,Sub-Saharan Africa,Total,2010,24.36%,1
15+,Equatorial Guinea,female,Sub-Saharan Africa,Total,2010,90.68%,1
15+,Ghana,female,Sub-Saharan Africa,Total,2010,65.29%,1
15+,Guinea,female,Sub-Saharan Africa,Total,2010,12.19%,1
15+,Malawi,female,Sub-Saharan Africa,Total,2010,51.25%,1
15+,Mali,female,Sub-Saharan Africa,Total,2010,20.29%,1
15+,Rwanda,female,Sub-Saharan Africa,Total,2010,61.55%,1
15+,Seychelles,female,Sub-Saharan Africa,Total,2010,94.45%,1
15+,South Africa,female,Sub-Saharan Africa,Total,2010,91.71%,1
15+,Swaziland,female,Sub-Saharan Africa,Total,2010,82.45%,1
15+,Uganda,female,Sub-Saharan Africa,Total,2010,64.59%,1
15+,United Republic of Tanzania,female,Sub-Saharan Africa,Total,2010,60.75%,1
15+,Zambia,female,Sub-Saharan Africa,Total,2010,77.75%,1
15+,Congo,female,Sub-Saharan Africa,Total,2011,72.88%,1
15+,Mali,female,Sub-Saharan Africa,Total,2011,24.64%,1
15+,Mauritius,female,Sub-Saharan Africa,Total,2011,86.66%,1
15+,Namibia,female,Sub-Saharan Africa,Total,2011,87.95%,1
15+,Senegal,female,Sub-Saharan Africa,Total,2011,40.42%,1
15+,South Africa,female,Sub-Saharan Africa,Total,2011,92.05%,1
15+,Togo,female,Sub-Saharan Africa,Total,2011,47.98%,1
15+,Zimbabwe,female,Sub-Saharan Africa,Total,2011,80.07%,1
15+,Benin,female,Sub-Saharan Africa,Total,2012,22.09%,1
15+,Cabo Verde,female,Sub-Saharan Africa,Total,2012,80.50%,1
15+,Comoros,female,Sub-Saharan Africa,Total,2012,42.64%,1
15+,Côte d'Ivoire,female,Sub-Saharan Africa,Total,2012,30.46%,1
15+,Democratic Republic of the Congo,female,Sub-Saharan Africa,Total,2012,62.92%,1
15+,Gabon,female,Sub-Saharan Africa,Total,2012,79.88%,1
15+,Madagascar,female,Sub-Saharan Africa,Total,2012,68.28%,1
15+,Mauritius,female,Sub-Saharan Africa,Total,2012,88.98%,1
15+,Niger,female,Sub-Saharan Africa,Total,2012,22.55%,1
15+,Rwanda,female,Sub-Saharan Africa,Total,2012,64.66%,1
15+,Sao Tome and Principe,female,Sub-Saharan Africa,Total,2012,85.44%,1
15+,South Africa,female,Sub-Saharan Africa,Total,2012,92.59%,1
15+,Uganda,female,Sub-Saharan Africa,Total,2012,61.97%,1
15+,United Republic of Tanzania,female,Sub-Saharan Africa,Total,2012,73.35%,1
15+,Botswana,female,Sub-Saharan Africa,Total,2013,87.45%,1
15+,Gambia,female,Sub-Saharan Africa,Total,2013,33.58%,1
15+,Mauritius,female,Sub-Saharan Africa,Total,2013,89.05%,1
15+,Senegal,female,Sub-Saharan Africa,Total,2013,33.60%,1
15+,Sierra Leone,female,Sub-Saharan Africa,Total,2013,24.86%,1
15+,Angola,female,Sub-Saharan Africa,Total,2014,53.41%,1
15+,Botswana,female,Sub-Saharan Africa,Total,2014,88.70%,1
15+,Burkina Faso,female,Sub-Saharan Africa,Total,2014,26.22%,1
15+,Burundi,female,Sub-Saharan Africa,Total,2014,54.66%,1
15+,Côte d'Ivoire,female,Sub-Saharan Africa,Total,2014,36.78%,1
15+,Equatorial Guinea,female,Sub-Saharan Africa,Total,2014,92.40%,1
15+,Guinea,female,Sub-Saharan Africa,Total,2014,21.96%,1
15+,Guinea-Bissau,female,Sub-Saharan Africa,Total,2014,30.77%,1
15+,Kenya,female,Sub-Saharan Africa,Total,2014,74.01%,1
15+,Lesotho,female,Sub-Saharan Africa,Total,2014,84.93%,1
15+,Malawi,female,Sub-Saharan Africa,Total,2014,55.13%,1
15+,Mauritius,female,Sub-Saharan Africa,Total,2014,90.28%,1
15+,Rwanda,female,Sub-Saharan Africa,Total,2014,66.14%,1
15+,South Africa,female,Sub-Saharan Africa,Total,2014,93.07%,1
15+,Zimbabwe,female,Sub-Saharan Africa,Total,2014,88.28%,1
15+,Cabo Verde,female,Sub-Saharan Africa,Total,2015,82.04%,1
15+,Chad,female,Sub-Saharan Africa,Total,2015,13.93%,1
15+,Gambia,female,Sub-Saharan Africa,Total,2015,41.58%,1
15+,Malawi,female,Sub-Saharan Africa,Total,2015,55.20%,1
15+,Mali,female,Sub-Saharan Africa,Total,2015,22.20%,1
15+,Mauritius,female,Sub-Saharan Africa,Total,2015,90.65%,1
15+,Mozambique,female,Sub-Saharan Africa,Total,2015,43.06%,1
15+,South Africa,female,Sub-Saharan Africa,Total,2015,93.41%,1
15+,Togo,female,Sub-Saharan Africa,Total,2015,51.24%,1
15+,United Republic of Tanzania,female,Sub-Saharan Africa,Total,2015,73.09%,1
15+,Chad,female,Sub-Saharan Africa,Total,2016,13.96%,1
15+,Democratic Republic of the Congo,female,Sub-Saharan Africa,Total,2016,66.50%,1
15+,Mauritius,female,Sub-Saharan Africa,Total,2016,90.98%,1
15+,Burundi,female,Sub-Saharan Africa,Total,2017,61.22%,1
15+,Ethiopia,female,Sub-Saharan Africa,Total,2017,44.42%,1
15+,Liberia,female,Sub-Saharan Africa,Total,2017,34.09%,1
15+,Mauritania,female,Sub-Saharan Africa,Total,2017,43.35%,1
15+,Mozambique,female,Sub-Saharan Africa,Total,2017,50.30%,1
15+,Senegal,female,Sub-Saharan Africa,Total,2017,39.80%,1
15+,South Africa,female,Sub-Saharan Africa,Total,2017,86.46%,1
15+,Benin,female,Sub-Saharan Africa,Total,2018,31.07%,1
15+,Burkina Faso,female,Sub-Saharan Africa,Total,2018,32.69%,1
15+,Cameroon,female,Sub-Saharan Africa,Total,2018,71.59%,1
15+,Central African Republic,female,Sub-Saharan Africa,Total,2018,25.76%,1
15+,Comoros,female,Sub-Saharan Africa,Total,2018,52.96%,1
15+,Congo,female,Sub-Saharan Africa,Total,2018,74.62%,1
15+,Côte d'Ivoire,female,Sub-Saharan Africa,Total,2018,40.50%,1
15+,Eritrea,female,Sub-Saharan Africa,Total,2018,68.95%,1
15+,Gabon,female,Sub-Saharan Africa,Total,2018,83.42%,1
15+,Ghana,female,Sub-Saharan Africa,Total,2018,74.47%,1
15+,Kenya,female,Sub-Saharan Africa,Total,2018,78.19%,1
15+,Madagascar,female,Sub-Saharan Africa,Total,2018,72.38%,1
15+,Mali,female,Sub-Saharan Africa,Total,2018,25.74%,1
15+,Mauritius,female,Sub-Saharan Africa,Total,2018,89.37%,1
15+,Namibia,female,Sub-Saharan Africa,Total,2018,91.44%,1
